"n","pA","sdC1","sdC2","rho","estimator","tau","true_q","avg_q_hat","bias_q_hat","mse_q_hat","var_q_hat"
500,0.75,0.05,0.05,0.5,"ISDLT",0.5,1.33703,1.361,0.02397,0.000575,NA
500,0.75,0.05,0.05,0.5,"ISDLT",0.75,1.960201,2.053,0.092799,0.008612,NA
500,0.75,0.05,0.25,-0.5,"Direct",0.25,0.86365,0.883,0.01935,0.000374,NA
500,0.75,0.05,0.25,-0.5,"Direct",0.5,1.33703,1.368,0.03097,0.000959,NA
500,0.75,0.05,0.25,-0.5,"Direct",0.75,1.960201,2.028,0.067799,0.004597,NA
500,0.75,0.05,0.25,-0.5,"ISDLT",0.25,0.86365,0.898,0.03435,0.00118,NA
500,0.75,0.05,0.25,-0.5,"ISDLT",0.5,1.33703,1.383,0.04597,0.002113,NA
500,0.75,0.05,0.25,-0.5,"ISDLT",0.75,1.960201,1.998,0.037799,0.001429,NA
500,0.75,0.05,0.25,0,"Direct",0.25,0.86365,0.867,0.00335,1.1e-05,NA
500,0.75,0.05,0.25,0,"Direct",0.5,1.33703,1.309,-0.02803,0.000786,NA
500,0.75,0.05,0.25,0,"Direct",0.75,1.960201,2.002,0.041799,0.001747,NA
500,0.75,0.05,0.25,0,"ISDLT",0.25,0.86365,0.823,-0.04065,0.001652,NA
500,0.75,0.05,0.25,0,"ISDLT",0.5,1.33703,1.337,-3e-05,0,NA
500,0.75,0.05,0.25,0,"ISDLT",0.75,1.960201,1.983,0.022799,0.00052,NA
500,0.75,0.05,0.25,0.5,"Direct",0.25,0.86365,0.824,-0.03965,0.001572,NA
500,0.75,0.05,0.25,0.5,"Direct",0.5,1.33703,1.294,-0.04303,0.001852,NA
500,0.75,0.05,0.25,0.5,"Direct",0.75,1.960201,1.958,-0.002201,5e-06,NA
500,0.75,0.05,0.25,0.5,"ISDLT",0.25,0.86365,0.81,-0.05365,0.002878,NA
500,0.75,0.05,0.25,0.5,"ISDLT",0.5,1.33703,1.333,-0.00403,1.6e-05,NA
500,0.75,0.05,0.25,0.5,"ISDLT",0.75,1.960201,2.148,0.187799,0.035268,NA
500,0.75,0.05,0.5,-0.5,"Direct",0.25,0.86365,0.906,0.04235,0.001794,NA
500,0.75,0.05,0.5,-0.5,"Direct",0.5,1.33703,1.406,0.06897,0.004757,NA
500,0.75,0.05,0.5,-0.5,"Direct",0.75,1.960201,1.972,0.011799,0.000139,NA
500,0.75,0.05,0.5,-0.5,"ISDLT",0.25,0.86365,0.906,0.04235,0.001794,NA
500,0.75,0.05,0.5,-0.5,"ISDLT",0.5,1.33703,1.419,0.08197,0.006719,NA
500,0.75,0.05,0.5,-0.5,"ISDLT",0.75,1.960201,2.023,0.062799,0.003944,NA
500,0.75,0.05,0.5,0,"Direct",0.25,0.86365,0.902,0.03835,0.001471,NA
500,0.75,0.05,0.5,0,"Direct",0.5,1.33703,1.353,0.01597,0.000255,NA
500,0.75,0.05,0.5,0,"Direct",0.75,1.960201,2.017,0.056799,0.003226,NA
500,0.75,0.05,0.5,0,"ISDLT",0.25,0.86365,0.78,-0.08365,0.006997,NA
500,0.75,0.05,0.5,0,"ISDLT",0.5,1.33703,1.337,-3e-05,0,NA
500,0.75,0.05,0.5,0,"ISDLT",0.75,1.960201,2.061,0.100799,0.01016,NA
500,0.75,0.05,0.5,0.5,"Direct",0.25,0.86365,0.873,0.00935,8.7e-05,NA
500,0.75,0.05,0.5,0.5,"Direct",0.5,1.33703,1.383,0.04597,0.002113,NA
500,0.75,0.05,0.5,0.5,"Direct",0.75,1.960201,1.931,-0.029201,0.000853,NA
500,0.75,0.05,0.5,0.5,"ISDLT",0.25,0.86365,0.794,-0.06965,0.004851,NA
500,0.75,0.05,0.5,0.5,"ISDLT",0.5,1.33703,1.443,0.10597,0.01123,NA
500,0.75,0.05,0.5,0.5,"ISDLT",0.75,1.960201,2.217,0.256799,0.065946,NA
500,0.75,0.1,0.05,-0.5,"Direct",0.25,0.86365,0.854,-0.00965,9.3e-05,NA
500,0.75,0.1,0.05,-0.5,"Direct",0.5,1.33703,1.327,-0.01003,0.000101,NA
500,0.75,0.1,0.05,-0.5,"Direct",0.75,1.960201,1.861,-0.099201,0.009841,NA
500,0.75,0.1,0.05,-0.5,"ISDLT",0.25,0.86365,0.892,0.02835,0.000804,NA
500,0.75,0.1,0.05,-0.5,"ISDLT",0.5,1.33703,1.34,0.00297,9e-06,NA
500,0.75,0.1,0.05,-0.5,"ISDLT",0.75,1.960201,1.855,-0.105201,0.011067,NA
500,0.75,0.1,0.05,0,"Direct",0.25,0.86365,0.887,0.02335,0.000545,NA
500,0.75,0.1,0.05,0,"Direct",0.5,1.33703,1.31,-0.02703,0.000731,NA
500,0.75,0.1,0.05,0,"Direct",0.75,1.960201,1.91,-0.050201,0.00252,NA
500,0.75,0.1,0.05,0,"ISDLT",0.25,0.86365,0.895,0.03135,0.000983,NA
500,0.75,0.1,0.05,0,"ISDLT",0.5,1.33703,1.324,-0.01303,0.00017,NA
500,0.75,0.1,0.05,0,"ISDLT",0.75,1.960201,1.928,-0.032201,0.001037,NA
500,0.75,0.1,0.05,0.5,"Direct",0.25,0.86365,0.959,0.09535,0.009092,NA
500,0.75,0.1,0.05,0.5,"Direct",0.5,1.33703,1.447,0.10997,0.012093,NA
500,0.75,0.1,0.05,0.5,"Direct",0.75,1.960201,2.074,0.113799,0.01295,NA
500,0.75,0.1,0.05,0.5,"ISDLT",0.25,0.86365,0.932,0.06835,0.004672,NA
500,0.75,0.1,0.05,0.5,"ISDLT",0.5,1.33703,1.446,0.10897,0.011874,NA
500,0.75,0.1,0.05,0.5,"ISDLT",0.75,1.960201,2.082,0.121799,0.014835,NA
500,0.75,0.1,0.25,-0.5,"Direct",0.25,0.86365,0.801,-0.06265,0.003925,NA
500,0.75,0.1,0.25,-0.5,"Direct",0.5,1.33703,1.288,-0.04903,0.002404,NA
500,0.75,0.1,0.25,-0.5,"Direct",0.75,1.960201,1.878,-0.082201,0.006757,NA
500,0.75,0.1,0.25,-0.5,"ISDLT",0.25,0.86365,0.846,-0.01765,0.000312,NA
500,0.75,0.1,0.25,-0.5,"ISDLT",0.5,1.33703,1.252,-0.08503,0.00723,NA
500,0.75,0.1,0.25,-0.5,"ISDLT",0.75,1.960201,1.814,-0.146201,0.021375,NA
500,0.75,0.1,0.25,0,"Direct",0.25,0.86365,0.872,0.00835,7e-05,NA
500,0.75,0.1,0.25,0,"Direct",0.5,1.33703,1.331,-0.00603,3.6e-05,NA
500,0.75,0.1,0.25,0,"Direct",0.75,1.960201,1.912,-0.048201,0.002323,NA
500,0.75,0.1,0.25,0,"ISDLT",0.25,0.86365,0.852,-0.01165,0.000136,NA
500,0.75,0.1,0.25,0,"ISDLT",0.5,1.33703,1.353,0.01597,0.000255,NA
500,0.75,0.1,0.25,0,"ISDLT",0.75,1.960201,1.954,-0.006201,3.8e-05,NA
500,0.75,0.1,0.25,0.5,"Direct",0.25,0.86365,0.871,0.00735,5.4e-05,NA
500,0.75,0.1,0.25,0.5,"Direct",0.5,1.33703,1.327,-0.01003,0.000101,NA
500,0.75,0.1,0.25,0.5,"Direct",0.75,1.960201,1.927,-0.033201,0.001102,NA
500,0.75,0.1,0.25,0.5,"ISDLT",0.25,0.86365,0.823,-0.04065,0.001652,NA
500,0.75,0.1,0.25,0.5,"ISDLT",0.5,1.33703,1.334,-0.00303,9e-06,NA
500,0.75,0.1,0.25,0.5,"ISDLT",0.75,1.960201,2.055,0.094799,0.008987,NA
500,0.75,0.1,0.5,-0.5,"Direct",0.25,0.86365,0.818,-0.04565,0.002084,NA
500,0.75,0.1,0.5,-0.5,"Direct",0.5,1.33703,1.316,-0.02103,0.000442,NA
500,0.75,0.1,0.5,-0.5,"Direct",0.75,1.960201,1.938,-0.022201,0.000493,NA
500,0.75,0.1,0.5,-0.5,"ISDLT",0.25,0.86365,0.826,-0.03765,0.001418,NA
500,0.75,0.1,0.5,-0.5,"ISDLT",0.5,1.33703,1.351,0.01397,0.000195,NA
500,0.75,0.1,0.5,-0.5,"ISDLT",0.75,1.960201,1.952,-0.008201,6.7e-05,NA
500,0.75,0.1,0.5,0,"Direct",0.25,0.86365,0.873,0.00935,8.7e-05,NA
500,0.75,0.1,0.5,0,"Direct",0.5,1.33703,1.361,0.02397,0.000575,NA
500,0.75,0.1,0.5,0,"Direct",0.75,1.960201,2.082,0.121799,0.014835,NA
500,0.75,0.1,0.5,0,"ISDLT",0.25,0.86365,0.826,-0.03765,0.001418,NA
500,0.75,0.1,0.5,0,"ISDLT",0.5,1.33703,1.399,0.06197,0.00384,NA
500,0.75,0.1,0.5,0,"ISDLT",0.75,1.960201,2.126,0.165799,0.027489,NA
500,0.75,0.1,0.5,0.5,"Direct",0.25,0.86365,0.865,0.00135,2e-06,NA
500,0.75,0.1,0.5,0.5,"Direct",0.5,1.33703,1.39,0.05297,0.002806,NA
500,0.75,0.1,0.5,0.5,"Direct",0.75,1.960201,2.063,0.102799,0.010568,NA
500,0.75,0.1,0.5,0.5,"ISDLT",0.25,0.86365,0.797,-0.06665,0.004442,NA
500,0.75,0.1,0.5,0.5,"ISDLT",0.5,1.33703,1.467,0.12997,0.016892,NA
500,0.75,0.1,0.5,0.5,"ISDLT",0.75,1.960201,2.295,0.334799,0.11209,NA
500,0.75,0.5,0.05,-0.5,"Direct",0.25,0.86365,0.899,0.03535,0.00125,NA
500,0.75,0.5,0.05,-0.5,"Direct",0.5,1.33703,1.394,0.05697,0.003246,NA
500,0.75,0.5,0.05,-0.5,"Direct",0.75,1.960201,2.039,0.078799,0.006209,NA
500,0.75,0.5,0.05,-0.5,"ISDLT",0.25,0.86365,0.936,0.07235,0.005235,NA
500,0.75,0.5,0.05,-0.5,"ISDLT",0.5,1.33703,1.449,0.11197,0.012537,NA
500,0.75,0.5,0.05,-0.5,"ISDLT",0.75,1.960201,2.087,0.126799,0.016078,NA
500,0.75,0.5,0.05,0,"Direct",0.25,0.86365,0.865,0.00135,2e-06,NA
500,0.75,0.5,0.05,0,"Direct",0.5,1.33703,1.295,-0.04203,0.001767,NA
500,0.75,0.5,0.05,0,"Direct",0.75,1.960201,1.976,0.015799,0.00025,NA
500,0.75,0.5,0.05,0,"ISDLT",0.25,0.86365,0.82,-0.04365,0.001905,NA
500,0.75,0.5,0.05,0,"ISDLT",0.5,1.33703,1.29,-0.04703,0.002212,NA
500,0.75,0.5,0.05,0,"ISDLT",0.75,1.960201,2.073,0.112799,0.012724,NA
500,0.75,0.5,0.05,0.5,"Direct",0.25,0.86365,0.898,0.03435,0.00118,NA
500,0.75,0.5,0.05,0.5,"Direct",0.5,1.33703,1.392,0.05497,0.003022,NA
500,0.75,0.5,0.05,0.5,"Direct",0.75,1.960201,1.953,-0.007201,5.2e-05,NA
500,0.75,0.5,0.05,0.5,"ISDLT",0.25,0.86365,0.802,-0.06165,0.003801,NA
500,0.75,0.5,0.05,0.5,"ISDLT",0.5,1.33703,1.472,0.13497,0.018217,NA
500,0.75,0.5,0.05,0.5,"ISDLT",0.75,1.960201,2.196,0.235799,0.055601,NA
500,0.75,0.5,0.25,-0.5,"Direct",0.25,0.86365,0.79,-0.07365,0.005424,NA
500,0.75,0.5,0.25,-0.5,"Direct",0.5,1.33703,1.29,-0.04703,0.002212,NA
500,0.75,0.5,0.25,-0.5,"Direct",0.75,1.960201,1.852,-0.108201,0.011707,NA
500,0.75,0.5,0.25,-0.5,"ISDLT",0.25,0.86365,0.966,0.10235,0.010476,NA
500,0.75,0.5,0.25,-0.5,"ISDLT",0.5,1.33703,1.52,0.18297,0.033478,NA
500,0.75,0.5,0.25,-0.5,"ISDLT",0.75,1.960201,2.102,0.141799,0.020107,NA
500,0.75,0.5,0.25,0,"Direct",0.25,0.86365,0.842,-0.02165,0.000469,NA
500,0.75,0.5,0.25,0,"Direct",0.5,1.33703,1.322,-0.01503,0.000226,NA
500,0.75,0.5,0.25,0,"Direct",0.75,1.960201,1.959,-0.001201,1e-06,NA
500,0.75,0.5,0.25,0,"ISDLT",0.25,0.86365,0.794,-0.06965,0.004851,NA
500,0.75,0.5,0.25,0,"ISDLT",0.5,1.33703,1.356,0.01897,0.00036,NA
500,0.75,0.5,0.25,0,"ISDLT",0.75,1.960201,2.022,0.061799,0.003819,NA
500,0.75,0.5,0.25,0.5,"Direct",0.25,0.86365,0.829,-0.03465,0.001201,NA
500,0.75,0.5,0.25,0.5,"Direct",0.5,1.33703,1.314,-0.02303,0.00053,NA
500,0.75,0.5,0.25,0.5,"Direct",0.75,1.960201,1.948,-0.012201,0.000149,NA
500,0.75,0.5,0.25,0.5,"ISDLT",0.25,0.86365,0.669,-0.19465,0.037889,NA
500,0.75,0.5,0.25,0.5,"ISDLT",0.5,1.33703,1.362,0.02497,0.000623,NA
500,0.75,0.5,0.25,0.5,"ISDLT",0.75,1.960201,2.127,0.166799,0.027822,NA
500,0.75,0.5,0.5,-0.5,"Direct",0.25,0.86365,0.91,0.04635,0.002148,NA
500,0.75,0.5,0.5,-0.5,"Direct",0.5,1.33703,1.362,0.02497,0.000623,NA
500,0.75,0.5,0.5,-0.5,"Direct",0.75,1.960201,2.067,0.106799,0.011406,NA
500,0.75,0.5,0.5,-0.5,"ISDLT",0.25,0.86365,0.934,0.07035,0.004949,NA
500,0.75,0.5,0.5,-0.5,"ISDLT",0.5,1.33703,1.513,0.17597,0.030965,NA
500,0.75,0.5,0.5,-0.5,"ISDLT",0.75,1.960201,2.154,0.193799,0.037558,NA
500,0.75,0.5,0.5,0,"Direct",0.25,0.86365,0.868,0.00435,1.9e-05,NA
500,0.75,0.5,0.5,0,"Direct",0.5,1.33703,1.308,-0.02903,0.000843,NA
500,0.75,0.5,0.5,0,"Direct",0.75,1.960201,1.964,0.003799,1.4e-05,NA
500,0.75,0.5,0.5,0,"ISDLT",0.25,0.86365,0.737,-0.12665,0.01604,NA
500,0.75,0.5,0.5,0,"ISDLT",0.5,1.33703,1.433,0.09597,0.00921,NA
500,0.75,0.5,0.5,0,"ISDLT",0.75,1.960201,2.216,0.255799,0.065433,NA
500,0.75,0.5,0.5,0.5,"Direct",0.25,0.86365,0.803,-0.06065,0.003678,NA
500,0.75,0.5,0.5,0.5,"Direct",0.5,1.33703,1.26,-0.07703,0.005934,NA
500,0.75,0.5,0.5,0.5,"Direct",0.75,1.960201,1.877,-0.083201,0.006922,NA
500,0.75,0.5,0.5,0.5,"ISDLT",0.25,0.86365,0.57,-0.29365,0.08623,NA
500,0.75,0.5,0.5,0.5,"ISDLT",0.5,1.33703,1.343,0.00597,3.6e-05,NA
500,0.75,0.5,0.5,0.5,"ISDLT",0.75,1.960201,2.265,0.304799,0.092902,NA
