"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.5,0.5,0.5,-1.4,0.080757,0.092613,0.109007,0.149545,0.011856,0.02825,0.068789,0.000719,0.001511,0.006368,0.000579,0.000714,0.001639,"hat",0.068789,0.006368,0.001639
100,0.5,0.5,0.5,-1.3,0.0968,0.109077,0.127501,0.167265,0.012277,0.030701,0.070464,0.000827,0.001765,0.006775,0.000678,0.000824,0.001814,"hat",0.070464,0.006775,0.001814
100,0.5,0.5,0.5,-1.2,0.11507,0.127601,0.148112,0.186254,0.012532,0.033042,0.071184,0.000938,0.002028,0.007049,0.000782,0.000938,0.001986,"hat",0.071184,0.007049,0.001986
100,0.5,0.5,0.5,-1.1,0.135666,0.148243,0.170856,0.206495,0.012577,0.03519,0.070828,0.001047,0.002288,0.007163,0.000891,0.001052,0.002151,"hat",0.070828,0.007163,0.002151
100,0.5,0.5,0.5,-1,0.158655,0.17102,0.195715,0.227954,0.012364,0.037059,0.069299,0.001151,0.002533,0.007104,0.001,0.001162,0.002307,"hat",0.069299,0.007104,0.002307
100,0.5,0.5,0.5,-0.9,0.18406,0.195913,0.22264,0.250587,0.011853,0.03858,0.066527,0.001245,0.00275,0.006872,0.001106,0.001264,0.002451,"hat",0.066527,0.006872,0.002451
100,0.5,0.5,0.5,-0.8,0.211855,0.222877,0.251554,0.274334,0.011022,0.039699,0.062478,0.001326,0.002932,0.006482,0.001207,0.001358,0.002583,"hat",0.062478,0.006482,0.002583
100,0.5,0.5,0.5,-0.7,0.241964,0.251832,0.282339,0.29912,0.009869,0.040375,0.057157,0.001395,0.003071,0.005964,0.0013,0.001443,0.002703,"hat",0.057157,0.005964,0.002703
100,0.5,0.5,0.5,-0.6,0.274253,0.282657,0.314829,0.324861,0.008404,0.040575,0.050607,0.001454,0.003163,0.005366,0.001386,0.001519,0.00281,"hat",0.050607,0.005366,0.00281
100,0.5,0.5,0.5,-0.5,0.308538,0.315184,0.348817,0.351453,0.006646,0.040279,0.042915,0.001508,0.003205,0.004742,0.001466,0.001585,0.002906,"hat",0.042915,0.004742,0.002906
100,0.5,0.5,0.5,-0.4,0.344578,0.349201,0.384063,0.378781,0.004623,0.039485,0.034203,0.001558,0.003196,0.004154,0.00154,0.00164,0.00299,"hat",0.034203,0.004154,0.00299
100,0.5,0.5,0.5,-0.3,0.382089,0.384468,0.4203,0.406717,0.002379,0.038211,0.024629,0.001608,0.00314,0.003664,0.001605,0.001684,0.003064,"hat",0.024629,0.003664,0.003064
100,0.5,0.5,0.5,-0.2,0.42074,0.420716,0.457231,0.435121,-2.5e-05,0.036491,0.01438,0.001658,0.003043,0.003326,0.001662,0.001715,0.003126,"hat",0.01438,0.003326,0.003126
100,0.5,0.5,0.5,-0.0999999999999996,0.460172,0.45765,0.494542,0.463843,-0.002522,0.03437,0.003671,0.00171,0.002912,0.00318,0.001708,0.001734,0.003173,"hat",0.003671,0.00318,0.003173
100,0.5,0.5,0.5,0,0.5,0.494957,0.531908,0.492731,-0.005043,0.031908,-0.007269,0.001762,0.002752,0.003252,0.00174,0.001738,0.003205,"hat",-0.007269,0.003252,0.003205
100,0.5,0.5,0.5,0.100000000000001,0.539828,0.532315,0.569009,0.521627,-0.007513,0.029181,-0.018201,0.001811,0.002574,0.003544,0.001758,0.001726,0.003219,"hat",-0.018201,0.003544,0.003219
100,0.5,0.5,0.5,0.2,0.57926,0.569403,0.605528,0.550376,-0.009856,0.026268,-0.028884,0.001853,0.002383,0.004041,0.001759,0.001697,0.003213,"hat",-0.028884,0.004041,0.003213
100,0.5,0.5,0.5,0.3,0.617911,0.605904,0.641151,0.578829,-0.012007,0.02324,-0.039082,0.001882,0.002186,0.004707,0.001742,0.001649,0.003186,"hat",-0.039082,0.004707,0.003186
100,0.5,0.5,0.5,0.4,0.655422,0.641504,0.675579,0.606848,-0.013918,0.020157,-0.048574,0.001894,0.001985,0.005492,0.001704,0.001582,0.003139,"hat",-0.048574,0.005492,0.003139
100,0.5,0.5,0.5,0.5,0.691462,0.675901,0.708536,0.634304,-0.015561,0.017074,-0.057159,0.001882,0.001784,0.006332,0.001643,0.001495,0.003071,"hat",-0.057159,0.006332,0.003071
100,0.5,0.5,0.5,0.600000000000001,0.725747,0.708824,0.739795,0.661081,-0.016923,0.014048,-0.064666,0.001843,0.001587,0.007159,0.001559,0.001392,0.002983,"hat",-0.064666,0.007159,0.002983
100,0.5,0.5,0.5,0.7,0.758036,0.740046,0.769181,0.687073,-0.01799,0.011145,-0.070964,0.001778,0.0014,0.007908,0.001457,0.001278,0.002878,"hat",-0.070964,0.007908,0.002878
100,0.5,0.5,0.5,0.800000000000001,0.788145,0.769396,0.79657,0.712182,-0.018749,0.008426,-0.075963,0.001691,0.001228,0.008521,0.001342,0.001159,0.002756,"hat",-0.075963,0.008521,0.002756
100,0.5,0.5,0.5,0.9,0.81594,0.796752,0.821883,0.736318,-0.019188,0.005943,-0.079622,0.001586,0.001073,0.008956,0.00122,0.00104,0.002621,"hat",-0.079622,0.008956,0.002621
100,0.5,0.5,0.5,1,0.841345,0.822033,0.845081,0.759403,-0.019311,0.003736,-0.081942,0.001467,0.000936,0.009184,0.001096,0.000924,0.002475,"hat",-0.081942,0.009184,0.002475
100,0.5,0.5,0.5,1.1,0.864334,0.845203,0.866165,0.781368,-0.019131,0.001831,-0.082966,0.001339,0.000814,0.009198,0.000975,0.000812,0.002319,"hat",-0.082966,0.009198,0.002319
100,0.5,0.5,0.5,1.2,0.88493,0.866261,0.885171,0.802162,-0.01867,0.00024,-0.082769,0.001204,0.000706,0.009003,0.000858,0.000707,0.002157,"hat",-0.082769,0.009003,0.002157
100,0.5,0.5,0.5,1.3,0.9032,0.885242,0.902162,0.821746,-0.017958,-0.001038,-0.081453,0.001067,0.000608,0.008622,0.000746,0.000608,0.001991,"hat",-0.081453,0.008622,0.001991
100,0.5,0.5,0.5,1.4,0.919243,0.902209,0.917224,0.8401,-0.017034,-0.00202,-0.079143,0.000931,0.000519,0.008084,0.000642,0.000516,0.001824,"hat",-0.079143,0.008084,0.001824
100,0.5,0.5,0.5,1.5,0.933193,0.917248,0.93046,0.857214,-0.015944,-0.002733,-0.075978,0.000797,0.000438,0.007427,0.000544,0.000432,0.001657,"hat",-0.075978,0.007427,0.001657
100,0.5,0.5,0.5,1.6,0.945201,0.930464,0.94199,0.87309,-0.014736,-0.003211,-0.07211,0.00067,0.000365,0.006691,0.000454,0.000355,0.001494,"hat",-0.07211,0.006691,0.001494
100,0.5,0.5,0.5,1.7,0.955435,0.941977,0.951945,0.887739,-0.013457,-0.00349,-0.067695,0.000553,3e-04,0.005915,0.000373,0.000288,0.001335,"hat",-0.067695,0.005915,0.001335
100,0.5,0.5,0.5,1.8,0.96407,0.95192,0.960468,0.901181,-0.01215,-0.003602,-0.062888,0.000449,0.000244,0.005136,0.000302,0.000231,0.001183,"hat",-0.062888,0.005136,0.001183
100,0.5,0.5,0.5,1.9,0.971283,0.960435,0.967708,0.913445,-0.010849,-0.003576,-0.057838,0.000359,0.000196,0.004381,0.000242,0.000184,0.001038,"hat",-0.057838,0.004381,0.001038
100,0.5,0.5,0.5,2,0.97725,0.96767,0.973814,0.924568,-0.009579,-0.003436,-0.052682,0.000284,0.000157,0.003676,0.000192,0.000145,0.000903,"hat",-0.052682,0.003676,0.000903
100,0.5,0.5,0.5,2.1,0.982136,0.973775,0.978929,0.934594,-0.00836,-0.003206,-0.047541,0.000221,0.000124,0.003036,0.000152,0.000114,0.000777,"hat",-0.047541,0.003036,0.000777
100,0.5,0.5,0.5,2.2,0.986097,0.97889,0.983182,0.943578,-0.007206,-0.002914,-0.042518,0.00017,9.7e-05,0.002469,0.000119,8.8e-05,0.000662,"hat",-0.042518,0.002469,0.000662
100,0.5,0.5,0.5,2.3,0.989276,0.983144,0.98669,0.951579,-0.006132,-0.002586,-0.037697,0.000129,7.5e-05,0.001979,9.2e-05,6.8e-05,0.000559,"hat",-0.037697,0.001979,0.000559
100,0.5,0.5,0.5,2.4,0.991802,0.986653,0.989557,0.958662,-0.00515,-0.002246,-0.033141,9.7e-05,5.7e-05,0.001564,7.1e-05,5.2e-05,0.000467,"hat",-0.033141,0.001564,0.000467
100,0.5,0.5,0.5,2.5,0.99379,0.989522,0.991879,0.964894,-0.004269,-0.001912,-0.028896,7.2e-05,4.3e-05,0.00122,5.4e-05,3.9e-05,0.000386,"hat",-0.028896,0.00122,0.000386
100,0.5,0.5,0.5,2.6,0.995339,0.991846,0.99374,0.970347,-0.003493,-0.001599,-0.024992,5.2e-05,3.2e-05,0.00094,4e-05,2.9e-05,0.000316,"hat",-0.024992,0.00094,0.000316
100,0.5,0.5,0.5,2.7,0.996533,0.99371,0.995215,0.975089,-0.002823,-0.001318,-0.021444,3.8e-05,2.3e-05,0.000715,3e-05,2.2e-05,0.000256,"hat",-0.021444,0.000715,0.000256
100,0.5,0.5,0.5,2.8,0.997445,0.995189,0.996372,0.979189,-0.002256,-0.001073,-0.018256,2.7e-05,1.7e-05,0.000538,2.2e-05,1.6e-05,0.000205,"hat",-0.018256,0.000538,0.000205
100,0.5,0.5,0.5,2.9,0.998134,0.996348,0.997267,0.982712,-0.001786,-0.000867,-0.015422,1.9e-05,1.2e-05,4e-04,1.6e-05,1.2e-05,0.000163,"hat",-0.015422,4e-04,0.000163
100,0.5,0.5,0.5,3,0.99865,0.997247,0.997954,0.985721,-0.001403,-0.000696,-0.012929,1.4e-05,9e-06,0.000295,1.2e-05,8e-06,0.000128,"hat",-0.012929,0.000295,0.000128
100,0.5,0.5,0.5,3.1,0.999032,0.997937,0.998476,0.988276,-0.001095,-0.000557,-0.010757,1e-05,6e-06,0.000215,9e-06,6e-06,1e-04,"hat",-0.010757,0.000215,1e-04
100,0.5,0.5,0.5,3.2,0.999313,0.998461,0.998869,0.990431,-0.000851,-0.000444,-0.008882,7e-06,4e-06,0.000155,6e-06,4e-06,7.7e-05,"hat",-0.008882,0.000155,7.7e-05
100,0.5,0.5,0.5,3.3,0.999517,0.998857,0.999165,0.992238,-0.000659,-0.000352,-0.007278,5e-06,3e-06,0.000111,4e-06,3e-06,5.8e-05,"hat",-0.007278,0.000111,5.8e-05
100,0.5,0.5,0.5,3.4,0.999663,0.999155,0.999386,0.993744,-0.000508,-0.000277,-0.005919,3e-06,2e-06,7.9e-05,3e-06,2e-06,4.4e-05,"hat",-0.005919,7.9e-05,4.4e-05
100,0.5,0.5,0.5,3.5,0.999767,0.999379,0.999552,0.994989,-0.000388,-0.000215,-0.004778,2e-06,2e-06,5.6e-05,2e-06,1e-06,3.3e-05,"hat",-0.004778,5.6e-05,3.3e-05
100,0.5,0.5,0.5,3.6,0.999841,0.999546,0.999676,0.996011,-0.000295,-0.000165,-0.003829,2e-06,1e-06,3.9e-05,2e-06,1e-06,2.4e-05,"hat",-0.003829,3.9e-05,2.4e-05
100,0.5,0.5,0.5,3.7,0.999892,0.999671,0.999767,0.996845,-0.000221,-0.000125,-0.003048,1e-06,1e-06,2.7e-05,1e-06,1e-06,1.8e-05,"hat",-0.003048,2.7e-05,1.8e-05
100,0.5,0.5,0.5,3.8,0.999928,0.999764,0.999835,0.997519,-0.000164,-9.2e-05,-0.002409,1e-06,0,1.9e-05,1e-06,0,1.3e-05,"hat",-0.002409,1.9e-05,1.3e-05
100,0.5,0.5,0.5,3.9,0.999952,0.999832,0.999885,0.99806,-0.00012,-6.7e-05,-0.001891,1e-06,0,1.3e-05,0,0,9e-06,"hat",-0.001891,1.3e-05,9e-06
100,0.5,0.5,0.5,4,0.999968,0.999883,0.999921,0.998493,-8.6e-05,-4.7e-05,-0.001475,0,0,9e-06,0,0,7e-06,"hat",-0.001475,9e-06,7e-06
100,0.75,20,-0.5,-4,3.2e-05,0.000105,0.000155,4.5e-05,7.4e-05,0.000123,1.3e-05,0,0,0,0,0,0,"hat",1.3e-05,0,0
100,0.75,20,-0.5,-3.9,4.8e-05,0.000152,0.00022,7.1e-05,0.000104,0.000172,2.3e-05,0,1e-06,0,0,1e-06,0,"hat",2.3e-05,0,0
100,0.75,20,-0.5,-3.8,7.2e-05,0.000216,0.00031,0.00011,0.000144,0.000237,3.7e-05,1e-06,1e-06,0,1e-06,1e-06,0,"hat",3.7e-05,0,0
100,0.75,20,-0.5,-3.7,0.000108,0.000305,0.000431,0.000167,0.000197,0.000323,5.9e-05,1e-06,1e-06,0,1e-06,1e-06,0,"hat",5.9e-05,0,0
100,0.75,20,-0.5,-3.6,0.000159,0.000425,0.000595,0.000249,0.000266,0.000436,9e-05,1e-06,2e-06,1e-06,1e-06,2e-06,1e-06,"hat",9e-05,1e-06,1e-06
100,0.75,20,-0.5,-3.5,0.000233,0.000587,0.000815,0.000367,0.000354,0.000583,0.000134,2e-06,3e-06,1e-06,2e-06,3e-06,1e-06,"hat",0.000134,1e-06,1e-06
100,0.75,20,-0.5,-3.4,0.000337,0.000806,0.001111,0.000532,0.000469,0.000774,0.000195,3e-06,5e-06,2e-06,3e-06,4e-06,2e-06,"hat",0.000195,2e-06,2e-06
100,0.75,20,-0.5,-3.3,0.000483,0.001098,0.001505,0.00076,0.000615,0.001021,0.000276,4e-06,7e-06,3e-06,4e-06,6e-06,3e-06,"hat",0.000276,3e-06,3e-06
100,0.75,20,-0.5,-3.2,0.000687,0.001489,0.002026,0.001072,0.000802,0.001339,0.000385,6e-06,1e-05,4e-06,6e-06,8e-06,4e-06,"hat",0.000385,4e-06,4e-06
100,0.75,20,-0.5,-3.1,0.000968,0.002008,0.002712,0.001494,0.00104,0.001744,0.000526,9e-06,1.4e-05,6e-06,8e-06,1.1e-05,6e-06,"hat",0.000526,6e-06,6e-06
100,0.75,20,-0.5,-3,0.00135,0.002689,0.003603,0.002056,0.001339,0.002253,0.000706,1.3e-05,2.1e-05,1e-05,1.1e-05,1.5e-05,9e-06,"hat",0.000706,1e-05,9e-06
100,0.75,20,-0.5,-2.9,0.001866,0.003575,0.004748,0.002797,0.001709,0.002882,0.000931,1.8e-05,3e-05,1.4e-05,1.5e-05,2.2e-05,1.4e-05,"hat",0.000931,1.4e-05,1.4e-05
100,0.75,20,-0.5,-2.8,0.002555,0.004714,0.006203,0.003763,0.002159,0.003648,0.001208,2.5e-05,4.3e-05,2.1e-05,2.1e-05,3e-05,2e-05,"hat",0.001208,2.1e-05,2e-05
100,0.75,20,-0.5,-2.7,0.003467,0.006163,0.00803,0.005008,0.002696,0.004563,0.001541,3.6e-05,6.1e-05,3e-05,2.9e-05,4.1e-05,2.8e-05,"hat",0.001541,3e-05,2.8e-05
100,0.75,20,-0.5,-2.6,0.004661,0.007984,0.010301,0.006596,0.003323,0.00564,0.001934,5e-05,8.7e-05,4.3e-05,3.9e-05,5.5e-05,3.9e-05,"hat",0.001934,4.3e-05,3.9e-05
100,0.75,20,-0.5,-2.5,0.00621,0.010249,0.013097,0.008597,0.004039,0.006887,0.002387,7e-05,0.000122,6e-05,5.3e-05,7.4e-05,5.4e-05,"hat",0.002387,6e-05,5.4e-05
100,0.75,20,-0.5,-2.4,0.008198,0.013038,0.016509,0.011091,0.004841,0.008312,0.002894,9.5e-05,0.000168,8.2e-05,7.2e-05,9.9e-05,7.4e-05,"hat",0.002894,8.2e-05,7.4e-05
100,0.75,20,-0.5,-2.3,0.010724,0.016445,0.020644,0.014166,0.005721,0.00992,0.003442,0.000127,0.000227,0.000112,9.5e-05,0.000129,1e-04,"hat",0.003442,0.000112,1e-04
100,0.75,20,-0.5,-2.2,0.013903,0.020575,0.025618,0.017923,0.006672,0.011714,0.004019,0.000168,0.000303,0.000149,0.000124,0.000167,0.000133,"hat",0.004019,0.000149,0.000133
100,0.75,20,-0.5,-2.1,0.017864,0.025546,0.031557,0.022477,0.007682,0.013692,0.004613,0.000218,0.000399,0.000197,0.000159,0.000212,0.000176,"hat",0.004613,0.000197,0.000176
100,0.75,20,-0.5,-2,0.02275,0.031484,0.038595,0.027961,0.008734,0.015845,0.005211,0.000278,0.000517,0.000256,0.000202,0.000267,0.00023,"hat",0.005211,0.000256,0.00023
100,0.75,20,-0.5,-1.9,0.028717,0.038523,0.046869,0.034522,0.009807,0.018152,0.005806,0.000349,0.00066,0.000329,0.000254,0.000331,0.000296,"hat",0.005806,0.000329,0.000296
100,0.75,20,-0.5,-1.8,0.03593,0.046801,0.056521,0.042315,0.010871,0.02059,0.006385,0.000432,0.000829,0.000416,0.000314,0.000406,0.000376,"hat",0.006385,0.000416,0.000376
100,0.75,20,-0.5,-1.7,0.044565,0.05646,0.067696,0.051497,0.011894,0.02313,0.006932,0.000525,0.001025,0.000517,0.000384,0.000491,0.00047,"hat",0.006932,0.000517,0.00047
100,0.75,20,-0.5,-1.6,0.054799,0.067645,0.080538,0.062226,0.012845,0.025739,0.007427,0.000628,0.001247,0.000633,0.000464,0.000585,0.000579,"hat",0.007427,0.000633,0.000579
100,0.75,20,-0.5,-1.5,0.066807,0.080502,0.095187,0.07466,0.013695,0.02838,0.007853,0.000739,0.001493,0.000761,0.000553,0.000689,0.000701,"hat",0.007853,0.000761,0.000701
100,0.75,20,-0.5,-1.4,0.080757,0.095169,0.11176,0.088953,0.014412,0.031004,0.008196,0.000856,0.001758,0.000899,0.00065,0.000798,0.000833,"hat",0.008196,0.000899,0.000833
100,0.75,20,-0.5,-1.3,0.0968,0.111764,0.130346,0.105241,0.014964,0.033546,0.008441,0.000975,0.002035,0.001043,0.000753,0.000912,0.000973,"hat",0.008441,0.001043,0.000973
100,0.75,20,-0.5,-1.2,0.11507,0.130375,0.150994,0.123634,0.015305,0.035924,0.008564,0.001092,0.002314,0.001187,0.00086,0.001025,0.001116,"hat",0.008564,0.001187,0.001116
100,0.75,20,-0.5,-1.1,0.135666,0.151049,0.173713,0.144194,0.015383,0.038047,0.008528,0.001202,0.00258,0.001328,0.000967,0.001135,0.001258,"hat",0.008528,0.001328,0.001258
100,0.75,20,-0.5,-1,0.158655,0.173797,0.198483,0.166943,0.015142,0.039828,0.008288,0.001299,0.002821,0.001462,0.001072,0.001237,0.001396,"hat",0.008288,0.001462,0.001396
100,0.75,20,-0.5,-0.9,0.18406,0.198597,0.225255,0.191858,0.014537,0.041195,0.007798,0.001379,0.003025,0.001586,0.00117,0.00133,0.001528,"hat",0.007798,0.001586,0.001528
100,0.75,20,-0.5,-0.8,0.211855,0.225401,0.25396,0.218885,0.013545,0.042105,0.00703,0.001442,0.003182,0.001702,0.001261,0.001412,0.001655,"hat",0.00703,0.001702,0.001655
100,0.75,20,-0.5,-0.7,0.241964,0.254137,0.284498,0.247943,0.012174,0.042535,0.00598,0.001489,0.003288,0.00181,0.001343,0.001482,0.001778,"hat",0.00598,0.00181,0.001778
100,0.75,20,-0.5,-0.6,0.274253,0.284706,0.316738,0.278924,0.010453,0.042485,0.004671,0.001521,0.00334,0.001914,0.001415,0.001538,0.001896,"hat",0.004671,0.001914,0.001896
100,0.75,20,-0.5,-0.5,0.308538,0.316974,0.350504,0.311689,0.008437,0.041966,0.003151,0.001543,0.003338,0.002014,0.001475,0.00158,0.002008,"hat",0.003151,0.002014,0.002008
100,0.75,20,-0.5,-0.4,0.344578,0.350764,0.385577,0.346053,0.006186,0.040999,0.001475,0.00156,0.003289,0.002111,0.001524,0.001611,0.002113,"hat",0.001475,0.002111,0.002113
100,0.75,20,-0.5,-0.3,0.382089,0.385854,0.421696,0.38179,0.003766,0.039607,-0.000298,0.001575,0.003199,0.002204,0.001564,0.001633,0.002208,"hat",-0.000298,0.002204,0.002208
100,0.75,20,-0.5,-0.2,0.42074,0.421983,0.458562,0.41863,0.001243,0.037821,-0.002111,0.001595,0.003076,0.002287,0.001597,0.001648,0.002287,"hat",-0.002111,0.002287,0.002287
100,0.75,20,-0.5,-0.0999999999999996,0.460172,0.458853,0.495851,0.45627,-0.001319,0.035679,-0.003902,0.001622,0.002925,0.002355,0.001623,0.001655,0.002345,"hat",-0.003902,0.002355,0.002345
100,0.75,20,-0.5,0,0.5,0.496142,0.533226,0.494385,-0.003858,0.033226,-0.005615,0.001653,0.002751,0.002402,0.001642,0.00165,0.002375,"hat",-0.005615,0.002402,0.002375
100,0.75,20,-0.5,0.100000000000001,0.539828,0.533512,0.570346,0.532635,-0.006316,0.030518,-0.007192,0.001684,0.002556,0.002422,0.001648,0.001628,0.002375,"hat",-0.007192,0.002422,0.002375
100,0.75,20,-0.5,0.2,0.57926,0.570622,0.606874,0.570675,-0.008638,0.027614,-0.008585,0.001708,0.002345,0.002412,0.001637,0.001585,0.002343,"hat",-0.008585,0.002412,0.002343
100,0.75,20,-0.5,0.3,0.617911,0.607135,0.64249,0.608152,-0.010776,0.024579,-0.009759,0.001717,0.002123,0.002372,0.001604,0.001521,0.002281,"hat",-0.009759,0.002372,0.002281
100,0.75,20,-0.5,0.4,0.655422,0.642733,0.676895,0.644716,-0.012689,0.021473,-0.010706,0.001707,0.001898,0.002302,0.00155,0.001439,0.002191,"hat",-0.010706,0.002302,0.002191
100,0.75,20,-0.5,0.5,0.691462,0.677116,0.70982,0.680022,-0.014347,0.018358,-0.01144,0.001677,0.001678,0.002205,0.001475,0.001344,0.002078,"hat",-0.01144,0.002205,0.002078
100,0.75,20,-0.5,0.600000000000001,0.725747,0.710017,0.741036,0.713757,-0.01573,0.015289,-0.01199,0.001629,0.001472,0.002086,0.001384,0.001241,0.001946,"hat",-0.01199,0.002086,0.001946
100,0.75,20,-0.5,0.7,0.758036,0.741208,0.77036,0.745653,-0.016829,0.012323,-0.012383,0.001565,0.001284,0.001952,0.001285,0.001134,0.001802,"hat",-0.012383,0.001952,0.001802
100,0.75,20,-0.5,0.800000000000001,0.788145,0.770507,0.797662,0.775504,-0.017638,0.009517,-0.01264,0.001488,0.001115,0.001807,0.00118,0.001027,0.001651,"hat",-0.01264,0.001807,0.001651
100,0.75,20,-0.5,0.9,0.81594,0.797785,0.822867,0.803169,-0.018155,0.006927,-0.012771,0.001399,0.000965,0.001657,0.001072,0.000919,0.001497,"hat",-0.012771,0.001657,0.001497
100,0.75,20,-0.5,1,0.841345,0.822968,0.845949,0.82857,-0.018377,0.004604,-0.012774,0.001298,0.000832,0.001503,0.000962,0.000813,0.001342,"hat",-0.012774,0.001503,0.001342
100,0.75,20,-0.5,1.1,0.864334,0.846029,0.866922,0.851692,-0.018305,0.002588,-0.012642,0.001186,0.000715,0.001345,0.000853,0.00071,0.001187,"hat",-0.012642,0.001345,0.001187
100,0.75,20,-0.5,1.2,0.88493,0.866982,0.885832,0.872569,-0.017948,0.000902,-0.012362,0.001067,0.000613,0.001186,0.000747,0.000613,0.001036,"hat",-0.012362,0.001186,0.001036
100,0.75,20,-0.5,1.3,0.9032,0.885873,0.902751,0.891274,-0.017326,-0.000449,-0.011926,0.000945,0.000524,0.001031,0.000646,0.000525,0.000891,"hat",-0.011926,0.001031,0.000891
100,0.75,20,-0.5,1.4,0.919243,0.902772,0.917766,0.907907,-0.016471,-0.001477,-0.011336,0.000823,0.000447,0.000883,0.000553,0.000446,0.000756,"hat",-0.011336,0.000883,0.000756
100,0.75,20,-0.5,1.5,0.933193,0.917769,0.93098,0.922585,-0.015424,-0.002213,-0.010607,0.000706,0.000379,0.000745,0.000469,0.000375,0.000634,"hat",-0.010607,0.000745,0.000634
100,0.75,20,-0.5,1.6,0.945201,0.930965,0.942503,0.935435,-0.014235,-0.002698,-0.009766,0.000597,0.00032,0.000619,0.000395,0.000313,0.000524,"hat",-0.009766,0.000619,0.000524
100,0.75,20,-0.5,1.7,0.955435,0.942474,0.952458,0.946584,-0.012961,-0.002976,-0.00885,0.000497,0.000267,0.000506,0.000329,0.000258,0.000428,"hat",-0.00885,0.000506,0.000428
100,0.75,20,-0.5,1.8,0.96407,0.952418,0.96098,0.956168,-0.011652,-0.003089,-0.007902,0.000406,0.000219,0.000406,0.000271,0.00021,0.000345,"hat",-0.007902,0.000406,0.000345
100,0.75,20,-0.5,1.9,0.971283,0.960932,0.968214,0.964324,-0.010351,-0.003069,-0.006959,0.000327,0.000177,0.000321,0.00022,0.000168,0.000273,"hat",-0.006959,0.000321,0.000273
100,0.75,20,-0.5,2,0.97725,0.968162,0.974307,0.971198,-0.009088,-0.002943,-0.006052,0.000258,0.00014,0.000249,0.000175,0.000132,0.000213,"hat",-0.006052,0.000249,0.000213
100,0.75,20,-0.5,2.1,0.982136,0.974255,0.9794,0.976936,-0.007881,-0.002736,-0.0052,0.000199,0.000109,0.00019,0.000137,0.000102,0.000163,"hat",-0.0052,0.00019,0.000163
100,0.75,20,-0.5,2.2,0.986097,0.979349,0.983622,0.981683,-0.006747,-0.002474,-0.004413,0.000151,8.4e-05,0.000143,0.000106,7.8e-05,0.000124,"hat",-0.004413,0.000143,0.000124
100,0.75,20,-0.5,2.3,0.989276,0.983575,0.987092,0.985577,-0.005701,-0.002184,-0.003699,0.000113,6.3e-05,0.000106,8.1e-05,5.9e-05,9.2e-05,"hat",-0.003699,0.000106,9.2e-05
100,0.75,20,-0.5,2.4,0.991802,0.987049,0.989916,0.988742,-0.004753,-0.001886,-0.003061,8.3e-05,4.8e-05,7.8e-05,6.1e-05,4.4e-05,6.8e-05,"hat",-0.003061,7.8e-05,6.8e-05
100,0.75,20,-0.5,2.5,0.99379,0.989878,0.992193,0.991291,-0.003912,-0.001597,-0.002499,6.1e-05,3.6e-05,5.6e-05,4.6e-05,3.3e-05,5e-05,"hat",-0.002499,5.6e-05,5e-05
100,0.75,20,-0.5,2.6,0.995339,0.99216,0.99401,0.993323,-0.003179,-0.001329,-0.002016,4.4e-05,2.7e-05,4.1e-05,3.4e-05,2.5e-05,3.7e-05,"hat",-0.002016,4.1e-05,3.7e-05
100,0.75,20,-0.5,2.7,0.996533,0.993981,0.995445,0.994926,-0.002552,-0.001088,-0.001607,3.2e-05,2e-05,2.9e-05,2.6e-05,1.9e-05,2.7e-05,"hat",-0.001607,2.9e-05,2.7e-05
100,0.75,20,-0.5,2.8,0.997445,0.99542,0.996566,0.996176,-0.002025,-0.000879,-0.001269,2.3e-05,1.5e-05,2.1e-05,1.9e-05,1.4e-05,2e-05,"hat",-0.001269,2.1e-05,2e-05
100,0.75,20,-0.5,2.9,0.998134,0.996545,0.997433,0.997142,-0.00159,-0.000701,-0.000992,1.7e-05,1.1e-05,1.5e-05,1.4e-05,1e-05,1.4e-05,"hat",-0.000992,1.5e-05,1.4e-05
100,0.75,20,-0.5,3,0.99865,0.997415,0.998097,0.997881,-0.001235,-0.000553,-0.000769,1.2e-05,8e-06,1.1e-05,1.1e-05,8e-06,1e-05,"hat",-0.000769,1.1e-05,1e-05
100,0.75,20,-0.5,3.1,0.999032,0.998082,0.998601,0.998443,-0.000951,-0.000432,-0.000589,9e-06,6e-06,8e-06,8e-06,6e-06,7e-06,"hat",-0.000589,8e-06,7e-06
100,0.75,20,-0.5,3.2,0.999313,0.998587,0.998979,0.998866,-0.000725,-0.000334,-0.000447,6e-06,4e-06,5e-06,6e-06,4e-06,5e-06,"hat",-0.000447,5e-06,5e-06
100,0.75,20,-0.5,3.3,0.999517,0.998967,0.999259,0.999181,-0.000549,-0.000257,-0.000335,4e-06,3e-06,4e-06,4e-06,3e-06,4e-06,"hat",-0.000335,4e-06,4e-06
100,0.75,20,-0.5,3.4,0.999663,0.99925,0.999466,0.999414,-0.000413,-0.000197,-0.000249,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,"hat",-0.000249,3e-06,3e-06
100,0.75,20,-0.5,3.5,0.999767,0.999459,0.999617,0.999583,-0.000309,-0.00015,-0.000184,2e-06,1e-06,2e-06,2e-06,1e-06,2e-06,"hat",-0.000184,2e-06,2e-06
